STUDY_ID,LATITUDE,LONGITUDE,species_richness,total_abundance,mean_depth,n_samples,n_years,year_start,year_end,realm,biome,climate
374,33.5979,130.251,58,9336.0,,248,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.6046,131.2353,27,29352.0,,108,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.607,131.4453,31,2685.0,,92,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.6609,130.4111,52,46340.0,,382,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.8051,132.6937,42,9198.0,,102,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.8079,130.4764,51,3226.0,,223,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.8199,130.9643,48,47872.0,,185,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.9209,133.1524,48,21337.0,,316,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,33.947,133.0869,43,7089.0,,236,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.0198,131.381,32,5198.0,,32,4,2011,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.0441,131.0387,32,8297.0,,17,6,2009,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.0925,134.5612,42,26015.0,,125,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.1346,132.2191,42,5763.0,,142,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.3584,132.375,36,2857.0,,89,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.3748,135.2505,18,749.0,,36,6,2004,2009,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.3933,135.2779,16,556.0,,22,6,2004,2009,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.417,132.7146,24,1283.0,,75,5,2010,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.455556,135.415278,13,212.0,,9,5,2004,2008,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.5023,135.3842,16,560.0,,19,6,2004,2009,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.5309,135.3942,16,515.0,,28,6,2004,2009,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.6066,136.5668,33,7157.0,,87,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.6083,136.5482,21,935.0,,30,4,2011,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.624,136.5405,51,22719.0,,178,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.6356,135.401,51,21847.0,,365,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.6502,136.5484,22,6632.0,,33,4,2011,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.6504,135.3844,51,50800.0,,240,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.652,137.133,24,4478.0,,20,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.6853,137.3001,21,5166.0,,6,8,2006,2013,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.6881,135.4176,16,1036.0,,22,7,2004,2010,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.699,135.4667,21,1362.0,,19,3,2007,2009,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.7086,135.3523,27,11587.0,,145,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.7212,135.5055,15,341.0,,14,3,2007,2009,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.7338,136.5293,23,13153.0,,127,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.7647,134.6618,27,423.0,,33,4,2004,2007,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.7698,136.5424,33,14570.0,,133,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.7719,134.5546,34,2146.0,,114,7,2008,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.7931,137.0143,52,18348.0,,305,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.8282,138.3263,24,222.0,,4,7,2004,2010,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.8409,136.9866,55,13423.0,,159,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.9062,135.7651,25,975.0,,23,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.9192,136.6447,31,8380.0,,86,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,34.9507,136.9817,41,10417.0,,138,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.0288,136.7037,15,614.0,,23,3,2012,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.0808,136.8343,42,71084.0,,155,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.1199,138.6386,40,2918.0,,67,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.1693,136.6891,23,2167.0,,48,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.297765,140.407741,14,198.0,,3,1,2014,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.3229,139.1444,21,244.0,,18,4,2004,2007,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.392,140.39,45,12589.0,,224,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.4102,139.8971,39,28059.0,,139,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.447,139.3927,30,663.0,,68,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.4508,133.2224,52,9248.0,,241,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.4641,140.4123,9,2210.0,,34,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.4798,133.0156,30,651.0,,43,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.5391,139.768,25,5597.0,,97,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.539722,140.459167,24,26527.0,,41,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.5421,139.7225,24,3016.0,,101,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.582,139.7654,21,2479.0,,97,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.5874,139.8173,48,7837.0,,173,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6238,140.5543,17,12038.0,,70,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6265,140.0484,10,492.0,,14,4,2011,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6362,139.8649,40,15158.0,,153,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6519,140.0285,8,908.0,,26,10,2004,2013,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6666,139.94,17,10164.0,,36,6,2009,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.670197,139.920073,32,1188.0,,134,9,2006,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6711,139.9653,39,79189.0,,212,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6782,140.0047,38,48048.0,,182,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.6871,139.9392,25,5852.0,,124,9,2006,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.7002,140.6978,23,4718.0,,63,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.7429,140.2604,11,1754.0,,22,6,2009,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.7535,140.8334,30,4342.0,,87,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.7785,140.2556,12,587.0,,30,4,2011,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.7899,140.7456,36,1958.0,,69,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.7978,140.2515,17,1151.0,,36,4,2011,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.865,140.6372,30,12453.0,,55,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.8768,139.8319,35,1599.0,,93,9,2006,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.8885,140.5962,25,2571.0,,33,5,2010,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.8966,139.892,13,1936.0,,56,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.9288,140.5237,29,14868.0,,51,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.9611,140.4363,45,20978.0,,96,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,35.9708,140.6736,22,7768.0,,83,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.0282,140.3301,26,6012.0,,95,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.3002,136.2795,29,1302.0,,141,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.3126,139.7494,39,16728.0,,126,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.3198,139.1301,31,3570.0,,97,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.3557,136.3884,24,1506.0,,87,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.4809,136.472,10,3623.0,,36,10,2004,2013,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.6697,136.697,30,5067.0,,54,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.7284,136.6876,26,23272.0,,68,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.7743,137.1319,15,285.0,,6,2,2004,2005,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.8785,136.7616,18,3100.0,,46,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,36.9246,136.8158,36,2261.0,,116,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,37.0569,140.9753,40,4744.0,,182,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,37.3696,140.3359,14,1910.0,,40,10,2005,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,37.8197,140.9799,31,2351.0,,34,9,2006,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,37.8538,136.9171,25,556.0,,50,10,2004,2013,Marine,Temperate shelf and seas ecoregions,Temperate
374,38.0345,140.9149,34,3947.0,,43,7,2008,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,38.2554,141.012,30,1621.0,,43,7,2008,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,38.637157,141.104214,13,124.0,,6,1,2014,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,39.848611,140.006667,43,14228.0,,93,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,40.8858,141.3875,32,39441.0,,84,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,40.9078,141.3879,23,10635.0,,47,4,2011,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,42.5611,141.9212,42,12182.0,,178,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,43.2655,145.4504,40,52103.0,,58,9,2004,2012,Marine,Temperate shelf and seas ecoregions,Temperate
374,43.2852,145.3711,17,17693.0,,17,3,2012,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,43.3402,145.2691,27,17914.0,,18,3,2012,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,43.5883,145.3289,35,31953.0,,94,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,43.9354,144.3947,41,10969.0,,102,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,44.269,143.4794,45,89005.0,,245,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,45.4048,141.7841,21,966.0,,24,11,2004,2014,Marine,Temperate shelf and seas ecoregions,Temperate
374,45.4345,141.0338,12,227.0,,7,3,2004,2006,Marine,Temperate shelf and seas ecoregions,Temperate
376,24.4,124.2,19,542.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,26.7,128.0,22,1788.0,,5,3,2006,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,26.7,128.2,23,1496.0,,12,4,2005,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,26.8,128.3,20,1142.0,,6,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.2,130.8,16,57.0,,6,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.2,131.0,30,203.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.4,130.3,27,249.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.5,130.8,27,323.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.7,131.4,28,572.0,,4,1,2007,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.8,130.7,24,292.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.9,131.0,34,771.0,,7,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,31.9,131.3,27,976.0,,7,3,2005,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.0,130.4,22,228.0,,6,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.0,130.8,21,308.0,,4,1,2007,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.2,130.6,20,154.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.3,131.1,24,177.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.5,130.6,29,618.0,,5,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.6,131.6,27,1227.0,,4,1,2007,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.7,128.7,15,399.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.7,130.8,30,864.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.7,132.6,16,469.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.7,133.0,16,304.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.8,130.3,39,1239.0,,6,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,32.8,130.7,27,1301.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.0,131.0,34,524.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.0,131.4,38,767.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.1,131.2,50,591.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.1,131.3,46,831.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.1,131.5,36,549.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.1,132.9,24,420.0,,10,3,2006,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.2,131.7,50,2177.0,,6,4,2005,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.3,133.0,30,288.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.4,130.3,31,294.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.4,132.4,29,907.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.5,130.7,22,222.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.5,131.5,39,558.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.5,133.2,29,383.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.5,134.0,26,376.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.6,133.5,33,1053.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.6,135.7,22,364.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.7,132.9,30,577.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.7,133.5,22,168.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.7,133.7,21,105.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.8,130.8,42,959.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.8,130.9,21,299.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.8,132.8,29,806.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.8,133.1,21,181.0,,3,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.9,132.0,31,1034.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.9,132.9,32,678.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,33.9,134.8,24,366.0,,3,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.0,133.7,24,235.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.0,133.8,34,735.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.0,135.3,32,612.0,,4,2,2004,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.1,135.5,28,736.0,,5,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.2,131.3,12,652.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.2,133.9,28,464.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.2,135.6,37,772.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.3,132.3,37,546.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.3,132.6,41,1109.0,,6,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.3,133.9,23,461.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.3,134.2,27,326.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.3,134.8,24,513.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.3,135.4,25,179.0,,3,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.3,136.4,23,243.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.4,132.0,21,199.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.4,135.6,29,239.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.4,136.7,22,606.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.5,131.6,33,290.0,,3,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.5,133.5,40,931.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.5,134.3,20,566.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.5,135.7,28,193.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.5,136.2,30,539.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.5,136.5,32,1038.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.6,132.1,25,188.0,,3,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.6,135.7,29,568.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.6,136.0,39,417.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,132.4,36,447.0,,4,3,2006,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,133.3,33,429.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,133.4,30,397.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,134.0,31,1461.0,,8,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,134.1,27,412.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,135.5,29,1423.0,,4,3,2006,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,135.9,26,873.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,136.5,31,342.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.7,138.0,22,396.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.8,133.0,27,723.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.8,135.2,36,506.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.9,132.8,48,844.0,,4,3,2006,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.9,133.6,39,1089.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.9,134.0,32,292.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.9,135.6,33,828.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.9,137.5,42,685.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.9,137.9,22,175.0,,4,2,2004,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,34.9,139.8,31,856.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.0,136.4,25,141.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.1,135.1,33,525.0,,5,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.1,135.3,26,543.0,,5,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.1,136.1,31,418.0,,3,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.1,136.2,40,907.0,,3,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.1,137.2,30,445.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.1,137.5,35,349.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.2,135.3,29,193.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.2,135.9,9,39.0,,3,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.2,137.2,33,631.0,,14,3,2006,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.2,139.0,40,481.0,,5,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.2,140.2,30,824.0,,3,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.3,136.6,35,1413.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.3,139.6,28,688.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.4,133.1,25,153.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.4,133.5,35,282.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.4,133.6,33,319.0,,4,4,2004,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.4,136.9,23,400.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.4,139.6,43,735.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.4,139.9,27,6282.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.5,137.7,30,225.0,,5,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.5,138.5,36,521.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.5,139.1,23,244.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.5,139.2,40,878.0,,7,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.6,136.0,32,251.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.6,138.6,29,660.0,,3,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.6,139.0,40,787.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.6,139.3,38,717.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.6,140.2,44,1457.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.7,138.5,34,471.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.7,139.0,37,366.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.7,139.3,49,2045.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.7,140.1,27,682.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.8,137.3,24,133.0,,4,2,2004,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.8,139.4,33,495.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.8,140.7,33,674.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.9,136.2,39,1019.0,,4,2,2007,2008,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.9,137.5,22,216.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.9,137.8,28,283.0,,5,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.9,138.8,42,700.0,,9,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.9,138.9,30,108.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.9,139.7,27,829.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,35.9,140.0,43,1618.0,,4,2,2006,2007,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,36.0,136.3,30,509.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,36.0,136.9,27,238.0,,4,2,2004,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,36.0,138.1,40,765.0,,4,2,2005,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,36.0,139.3,31,437.0,,4,1,2006,2006,Terrestrial,Temperate broadleaf and mixed forests,Temperate
376,36.0,139.9,31,1275.0,,4,1,2005,2005,Terrestrial,Temperate broadleaf and mixed forests,Temperate
